student_id,name,department,course, electives,year,semester,faculty
S03633,Diya Saxena,Computer Science,B.Tech," Entrepreneurship,Cloud Computing ",3,7,Ramesh Singh
S03634,Myra Gupta,Management,M.Tech," IoT,Philosophy ",4,6,Divya Yadav
S03635,Riya Mehta,Humanities,B.Tech," Environmental Science,Cloud Computing ",2,5,Rajeev Patil
S03636,Diya Rao,Humanities,M.Tech," English Literature,Data Science ",4,4,Kiran Patil
S03637,Aarav Joshi,Mechanical,M.Sc," Cloud Computing,Environmental Science ",2,2,Deepak Joshi
S03638,Vivaan Mehta,Economics,MBA," IoT,Environmental Science ",1,5,Meenakshi Verma
S03639,Arjun Menon,Biotechnology,BBA," Data Science,English Literature ",3,1,Sunita Verma
S03640,Aditi Babu,Management,MBA," Cyber Security,Data Science ",3,2,Suresh Sharma
S03641,Sai Krishnan,Electrical,M.Tech," Data Science,Cyber Security ",3,8,Vivek Menon
S03642,Aarohi Mehta,Management,M.Tech," Environmental Science,Cloud Computing ",4,5,Sudhir Saxena
S03643,Aarav Mehta,Management,M.Sc," Digital Marketing,Philosophy ",3,7,Monica Malhotra
S03644,Sai Patil,Biotechnology,PhD," Econometrics,AI & ML ",4,5,Vivek Rao
S03645,Aditya Rao,Computer Science,B.Tech," Philosophy,Digital Marketing ",1,2,Ajay Sharma
S03646,Aarav Babu,Mechanical,MBA," Environmental Science,English Literature ",3,8,Amit Rao
S03647,Aarohi Babu,Biotechnology,M.Sc," English Literature,Philosophy ",1,5,Harish Saxena
S03648,Sai Verma,Economics,M.Sc," Digital Marketing,Robotics ",1,5,Varun Verma
S03649,Anika Desai,Economics,B.Sc," Digital Marketing,Cloud Computing ",3,3,Ajay Sharma
S03650,Sai Rao,Computer Science,BBA," English Literature,Econometrics ",3,3,Ramesh Reddy
S03651,Vihaan Sharma,Electrical,B.Tech," Econometrics,AI & ML ",1,6,Anita Singh
S03652,Diya Verma,Humanities,MBA," Data Science,Psychology ",1,4,Sneha Gupta
S03653,Diya Verma,Computer Science,B.Sc," English Literature,Robotics ",1,1,Sneha Kapoor
S03654,Navya Iyer,Economics,M.Sc," AI & ML,English Literature ",2,4,Neha Gupta
S03655,Navya Nair,Computer Science,B.Sc," AI & ML,Entrepreneurship ",3,6,Anjali Reddy
S03656,Sai Iyer,Electrical,M.Tech," English Literature,Psychology ",1,6,Smita Rao
S03657,Navya Kulkarni,Economics,PhD," Robotics,Psychology ",5,3,Divya Saxena
S03658,Krishna Reddy,Computer Science,B.Tech," Philosophy,Data Science ",1,8,Anjali Patil
S03659,Diya Gupta,Management,PhD," Data Science,English Literature ",2,9,Vivek Rao
S03660,Diya Iyer,Management,M.Tech," Environmental Science,Digital Marketing ",4,7,Rajeev Patil
S03661,Reyansh Iyer,Electrical,B.Tech," IoT,Environmental Science ",3,5,Ravi Desai
S03662,Ananya Reddy,Biotechnology,MBA," Philosophy,Entrepreneurship ",2,3,Vivek Verma
S03663,Aarohi Gupta,Electrical,B.Tech," AI & ML,Entrepreneurship ",2,4,Varun Kulkarni
S03664,Pari Desai,Biotechnology,B.Tech," Cyber Security,Philosophy ",2,3,Shilpa Joshi
S03665,Krishna Babu,Mechanical,B.Tech," Robotics,History ",2,1,Amit Rao
S03666,Shaurya Babu,Mechanical,BBA," Robotics,English Literature ",2,3,Vivek Menon
S03667,Sai Patil,Computer Science,MBA," Data Science,Psychology ",4,6,Deepak Joshi
S03668,Aditya Gupta,Computer Science,M.Sc," Entrepreneurship,History ",3,1,Priya Verma
S03669,Ishaan Kapoor,Electrical,B.Tech," Digital Marketing,Robotics ",3,1,Deepak Verma
S03670,Shaurya Nair,Economics,M.Sc," Psychology,Econometrics ",3,3,Ajay Saxena
S03671,Krishna Mehta,Management,BBA," Data Science,IoT ",1,8,Anjali Patil
S03672,Ishaan Babu,Economics,B.Sc," Entrepreneurship,Robotics ",1,1,Smita Verma
S03673,Aarohi Yadav,Computer Science,M.Tech," Environmental Science,Digital Marketing ",3,3,Rajeev Reddy
S03674,Arjun Kulkarni,Biotechnology,B.Sc," Data Science,History ",4,3,Swati Sharma
S03675,Riya Singh,Management,B.Sc," Cloud Computing,IoT ",1,6,Kavya Patil
S03676,Aditi Singh,Economics,M.Sc," Psychology,IoT ",4,4,Ashok Sharma
S03677,Sai Kulkarni,Electrical,MBA," Cloud Computing,Psychology ",3,3,Suresh Sharma
S03678,Myra Joshi,Biotechnology,B.Tech," Econometrics,Environmental Science ",3,5,Alok Sharma
S03679,Aditi Nair,Humanities,BBA," Psychology,History ",3,4,Amit Gupta
S03680,Aarohi Desai,Computer Science,BBA," Data Science,Environmental Science ",1,3,Ajay Krishnan
S03681,Aarohi Patil,Mechanical,M.Sc," History,Cyber Security ",1,2,Chetan Kapoor
S03682,Riya Singh,Computer Science,M.Sc," Digital Marketing,Philosophy ",4,3,Deepak Verma
S03683,Pari Kapoor,Civil,M.Sc," Entrepreneurship,Robotics ",4,2,Vivek Menon
S03684,Ananya Yadav,Economics,BBA," Econometrics,Cyber Security ",1,5,Rajeev Patil
S03685,Vihaan Sharma,Electrical,PhD," Digital Marketing,Cloud Computing ",4,7,Nitin Krishnan
S03686,Ira Krishnan,Civil,B.Sc," Philosophy,Cloud Computing ",1,7,Ramesh Singh
S03687,Shaurya Gupta,Economics,MBA," Philosophy,Cyber Security ",1,2,Varun Kulkarni
S03688,Shaurya Babu,Mechanical,PhD," Econometrics,IoT ",2,3,Sneha Rao
S03689,Ishaan Saxena,Civil,M.Sc," Cyber Security,Entrepreneurship ",2,8,Sneha Kapoor
S03690,Pari Sharma,Mechanical,MBA," Digital Marketing,Data Science ",2,1,Divya Saxena
S03691,Reyansh Menon,Electrical,B.Tech," Digital Marketing,Data Science ",4,1,Amit Rao
S03692,Riya Krishnan,Management,BBA," Psychology,Philosophy ",1,4,Gopal Babu
S03693,Ishaan Yadav,Biotechnology,B.Sc," AI & ML,Environmental Science ",2,1,Rajeev Reddy
S03694,Vihaan Menon,Humanities,B.Tech," English Literature,Cloud Computing ",4,2,Nitin Krishnan
S03695,Shaurya Malhotra,Electrical,B.Tech," English Literature,Cyber Security ",1,1,Shilpa Menon
S03696,Aarohi Reddy,Economics,B.Tech," AI & ML,Environmental Science ",2,8,Shilpa Menon
S03697,Ananya Gupta,Management,B.Sc," Environmental Science,Philosophy ",4,3,Smita Mehta
S03698,Diya Saxena,Humanities,BBA," Econometrics,Psychology ",4,7,Pooja Nair
S03699,Ananya Nair,Management,MBA," Cyber Security,Digital Marketing ",1,6,Shilpa Joshi
S03700,Ira Patil,Biotechnology,PhD," Econometrics,Cloud Computing ",1,3,Swati Joshi
S03701,Reyansh Joshi,Computer Science,M.Sc," Robotics,Psychology ",1,1,Pallavi Kapoor
S03702,Vihaan Babu,Humanities,M.Sc," Econometrics,AI & ML ",3,6,Ravi Singh
S03703,Vivaan Saxena,Mechanical,M.Tech," Philosophy,Psychology ",4,1,Deepak Verma
S03704,Diya Kulkarni,Civil,B.Tech," Cyber Security,History ",4,6,Suresh Gupta
S03705,Vivaan Kulkarni,Mechanical,M.Sc," Digital Marketing,IoT ",4,4,Ajay Saxena
S03706,Shaurya Reddy,Biotechnology,B.Sc," Econometrics,English Literature ",1,8,Sneha Joshi
S03707,Sai Nair,Biotechnology,MBA," IoT,Cloud Computing ",4,8,Deepak Joshi
S03708,Ananya Desai,Mechanical,PhD," Robotics,Cloud Computing ",3,3,Sneha Krishnan
S03709,Pari Kapoor,Mechanical,M.Tech," Entrepreneurship,Environmental Science ",3,5,Sanjay Menon
S03710,Shaurya Kulkarni,Electrical,B.Sc," IoT,History ",4,3,Ravi Singh
S03711,Aarohi Malhotra,Economics,B.Tech," IoT,AI & ML ",1,3,Rajeev Reddy
S03712,Aditya Verma,Biotechnology,BBA," History,Psychology ",1,4,Gopal Babu
S03713,Aarohi Babu,Biotechnology,MBA," Philosophy,IoT ",1,2,Divya Yadav
S03714,Aditi Babu,Management,B.Sc," History,IoT ",4,4,Pooja Reddy
S03715,Diya Kapoor,Electrical,BBA," English Literature,Robotics ",1,2,Padmini Yadav
S03716,Sai Babu,Biotechnology,B.Tech," AI & ML,IoT ",4,2,Ajay Krishnan
S03717,Aditya Mehta,Computer Science,M.Tech," Digital Marketing,Environmental Science ",1,6,Priya Rao
S03718,Navya Singh,Computer Science,B.Tech," AI & ML,Philosophy ",2,5,Sneha Patil
S03719,Aditi Kulkarni,Biotechnology,B.Tech," Environmental Science,Econometrics ",4,2,Kavya Iyer
S03720,Vihaan Iyer,Economics,PhD," IoT,Entrepreneurship ",3,3,Mahesh Iyer
S03721,Ishaan Rao,Mechanical,BBA," Cyber Security,AI & ML ",1,5,Mahesh Iyer
S03722,Ishaan Joshi,Mechanical,B.Tech," Cyber Security,History ",3,7,Sanjay Menon
S03723,Aditi Mehta,Civil,PhD," Data Science,AI & ML ",4,7,Divya Yadav
S03724,Diya Sharma,Biotechnology,PhD," Econometrics,IoT ",5,2,Ramesh Reddy
S03725,Aditi Patil,Management,BBA," IoT,Econometrics ",1,5,Swati Joshi
S03726,Reyansh Menon,Mechanical,B.Tech," History,Data Science ",4,8,Sudhir Malhotra
S03727,Aarav Rao,Biotechnology,B.Tech," Environmental Science,Data Science ",2,2,Kavya Patil
S03728,Pari Kulkarni,Electrical,MBA," Data Science,Environmental Science ",4,7,Arjun Singh
S03729,Vivaan Sharma,Civil,B.Sc," History,Data Science ",3,3,Priya Rao
S03730,Ira Menon,Computer Science,PhD," Econometrics,Robotics ",5,3,Kiran Patil
S03731,Aarav Mehta,Management,MBA," English Literature,Environmental Science ",1,7,Suresh Sharma
S03732,Ananya Reddy,Electrical,M.Tech," Cloud Computing,Robotics ",3,1,Sudhir Menon
S03733,Arjun Rao,Mechanical,PhD," Robotics,AI & ML ",2,10,Swati Joshi
S03734,Vihaan Yadav,Computer Science,PhD," Digital Marketing,Robotics ",4,3,Sudhir Menon
S03735,Vivaan Saxena,Economics,BBA," Psychology,Data Science ",1,1,Varun Patil
S03736,Aditi Iyer,Economics,B.Tech," Digital Marketing,Data Science ",1,7,Amit Rao
S03737,Navya Rao,Economics,B.Sc," Data Science,Philosophy ",2,5,Manish Mehta
S03738,Sai Gupta,Management,B.Sc," AI & ML,Entrepreneurship ",3,4,Sudhir Menon
S03739,Krishna Patil,Electrical,B.Sc," Entrepreneurship,History ",3,1,Varun Patil
S03740,Shaurya Kapoor,Electrical,M.Sc," Cloud Computing,Digital Marketing ",1,6,Sanjay Yadav
S03741,Aditi Nair,Biotechnology,B.Tech," Cloud Computing,Environmental Science ",4,7,Pooja Saxena
S03742,Aarohi Sharma,Electrical,PhD," Philosophy,Entrepreneurship ",3,5,Ramesh Reddy
S03743,Ira Yadav,Electrical,MBA," Robotics,History ",3,6,Sneha Kapoor
S03744,Krishna Nair,Biotechnology,B.Tech," Environmental Science,Entrepreneurship ",2,2,Deepak Joshi
S03745,Vivaan Krishnan,Humanities,M.Sc," IoT,Philosophy ",3,6,Harish Reddy
S03746,Arjun Iyer,Humanities,B.Tech," History,AI & ML ",2,3,Kavita Menon
S03747,Aditya Yadav,Civil,B.Tech," Environmental Science,Cloud Computing ",3,8,Vivek Menon
S03748,Krishna Nair,Management,M.Sc," IoT,AI & ML ",1,4,Divya Yadav
S03749,Krishna Nair,Computer Science,BBA," Philosophy,AI & ML ",4,7,Harish Saxena
S03750,Aarav Menon,Humanities,BBA," AI & ML,Digital Marketing ",3,5,Arjun Saxena
S03751,Aditya Babu,Electrical,M.Tech," Environmental Science,History ",1,5,Smita Mehta
S03752,Aarohi Reddy,Humanities,PhD," AI & ML,Econometrics ",1,4,Vivek Menon
S03753,Pari Babu,Electrical,MBA," Cyber Security,Digital Marketing ",4,5,Smita Rao
S03754,Reyansh Saxena,Humanities,B.Sc," Cyber Security,Data Science ",2,1,Sanjay Menon
S03755,Vivaan Gupta,Biotechnology,B.Tech," Digital Marketing,Cloud Computing ",4,7,Kiran Patil
S03756,Vivaan Verma,Economics,B.Sc," Philosophy,Data Science ",2,4,Chetan Kapoor
S03757,Sai Malhotra,Economics,M.Tech," Econometrics,Robotics ",4,4,Kiran Sharma
S03758,Riya Kulkarni,Biotechnology,B.Sc," Cyber Security,Robotics ",3,8,Sneha Gupta
S03759,Ira Gupta,Humanities,B.Sc," Data Science,Cloud Computing ",1,7,Shilpa Yadav
S03760,Aarohi Patil,Electrical,MBA," Econometrics,Cloud Computing ",4,3,Mahesh Iyer
S03761,Aarohi Saxena,Civil,B.Tech," Cyber Security,Environmental Science ",3,3,Swati Joshi
S03762,Shaurya Krishnan,Economics,BBA," AI & ML,Econometrics ",2,1,Ashok Sharma
S03763,Vivaan Reddy,Management,B.Sc," History,Digital Marketing ",4,8,Gopal Babu
S03764,Vivaan Joshi,Economics,PhD," Data Science,IoT ",3,8,Pooja Nair
S03765,Myra Desai,Computer Science,BBA," Data Science,English Literature ",4,8,Shilpa Desai
S03766,Ishaan Rao,Economics,B.Sc," AI & ML,Robotics ",2,1,Gopal Babu
S03767,Myra Desai,Management,M.Sc," Entrepreneurship,English Literature ",4,3,Sudhir Saxena
S03768,Pari Malhotra,Management,B.Sc," Robotics,Data Science ",3,3,Vivek Verma
S03769,Anika Kulkarni,Mechanical,B.Sc," Philosophy,Data Science ",2,5,Ravi Desai
S03770,Krishna Krishnan,Electrical,B.Sc," Psychology,English Literature ",3,7,Shilpa Menon
S03771,Vihaan Reddy,Economics,B.Sc," Digital Marketing,Psychology ",3,6,Deepak Joshi
S03772,Shaurya Sharma,Humanities,PhD," Econometrics,Digital Marketing ",4,2,Kiran Patil
S03773,Aditya Krishnan,Mechanical,B.Sc," AI & ML,Econometrics ",4,4,Divya Saxena
S03774,Navya Krishnan,Humanities,MBA," Cloud Computing,Econometrics ",1,1,Suresh Gupta
S03775,Aarohi Kapoor,Biotechnology,M.Sc," Psychology,Philosophy ",4,3,Kiran Sharma
S03776,Diya Saxena,Computer Science,MBA," Cyber Security,History ",4,7,Shilpa Yadav
S03777,Shaurya Reddy,Mechanical,M.Tech," Data Science,IoT ",1,2,Rohini Krishnan
S03778,Aditi Menon,Biotechnology,MBA," History,Cloud Computing ",3,3,Chetan Kapoor
S03779,Krishna Babu,Electrical,M.Tech," Data Science,History ",2,1,Shilpa Mehta
S03780,Myra Malhotra,Electrical,B.Tech," Philosophy,Robotics ",1,3,Amit Rao
S03781,Anika Joshi,Civil,PhD," Robotics,Cloud Computing ",4,7,Sneha Kapoor
S03782,Arjun Reddy,Mechanical,MBA," AI & ML,Econometrics ",3,2,Manish Mehta
S03783,Vihaan Yadav,Civil,BBA," IoT,Robotics ",4,6,Sanjay Yadav
S03784,Shaurya Kulkarni,Biotechnology,BBA," Cyber Security,English Literature ",1,2,Sunita Malhotra
S03785,Aarohi Desai,Biotechnology,B.Sc," Cyber Security,Cloud Computing ",4,8,Divya Yadav
S03786,Navya Patil,Economics,PhD," Philosophy,Cyber Security ",2,2,Ajay Saxena
S03787,Aditi Kulkarni,Humanities,B.Sc," Robotics,Philosophy ",4,6,Ajay Saxena
S03788,Ananya Singh,Computer Science,BBA," Cloud Computing,Environmental Science ",1,4,Deepak Desai
S03789,Ira Kulkarni,Management,M.Sc," Cyber Security,Philosophy ",4,7,Priya Babu
S03790,Krishna Yadav,Civil,MBA," Psychology,Robotics ",2,1,Sneha Rao
S03791,Reyansh Joshi,Computer Science,B.Sc," Entrepreneurship,Data Science ",4,1,Sudhir Malhotra
S03792,Shaurya Singh,Humanities,M.Sc," Cyber Security,AI & ML ",2,2,Ramesh Singh
S03793,Sai Kapoor,Civil,M.Sc," Digital Marketing,IoT ",2,2,Varun Patil
S03794,Aditya Krishnan,Electrical,BBA," History,Robotics ",2,1,Ajay Krishnan
S03795,Arjun Sharma,Civil,BBA," History,IoT ",4,5,Swati Joshi
S03796,Aditya Malhotra,Civil,MBA," Econometrics,History ",4,1,Varun Kulkarni
S03797,Diya Reddy,Economics,PhD," Data Science,Robotics ",3,7,Smita Rao
S03798,Aditi Yadav,Management,PhD," Robotics,Digital Marketing ",3,6,Kavita Gupta
S03799,Sai Reddy,Economics,M.Sc," Cloud Computing,Entrepreneurship ",2,8,Mahesh Iyer
S03800,Arjun Mehta,Biotechnology,PhD," Digital Marketing,AI & ML ",3,8,Ajay Krishnan
S03801,Navya Patil,Economics,B.Sc," Philosophy,Entrepreneurship ",4,2,Manish Malhotra
S03802,Navya Mehta,Management,PhD," Psychology,English Literature ",3,1,Manish Malhotra
S03803,Riya Iyer,Biotechnology,B.Tech," Data Science,Philosophy ",3,7,Kavita Gupta
S03804,Riya Singh,Humanities,MBA," Cloud Computing,Philosophy ",3,1,Shilpa Joshi
S03805,Aditi Reddy,Electrical,M.Tech," Environmental Science,Digital Marketing ",2,2,Mahesh Iyer
S03806,Vivaan Rao,Economics,M.Sc," Data Science,Entrepreneurship ",1,2,Sneha Gupta
S03807,Navya Rao,Humanities,B.Sc," Cloud Computing,Cyber Security ",1,1,Meera Iyer
S03808,Arjun Yadav,Electrical,PhD," Philosophy,IoT ",3,7,Sneha Saxena
S03809,Reyansh Joshi,Economics,PhD," Econometrics,Data Science ",5,8,Sneha Krishnan
S03810,Anika Sharma,Electrical,B.Sc," Digital Marketing,Econometrics ",4,2,Shilpa Desai
S03811,Aarav Patil,Computer Science,BBA," AI & ML,Digital Marketing ",3,5,Sneha Gupta
S03812,Arjun Kulkarni,Computer Science,M.Sc," Philosophy,Robotics ",1,3,Sneha Joshi
S03813,Vihaan Nair,Management,PhD," Cyber Security,IoT ",2,5,Gopal Babu
S03814,Riya Kulkarni,Mechanical,M.Sc," Psychology,AI & ML ",4,5,Varun Verma
S03815,Vivaan Menon,Humanities,M.Sc," AI & ML,Environmental Science ",3,6,Deepak Desai
S03816,Ishaan Singh,Electrical,B.Tech," Cloud Computing,Environmental Science ",2,4,Pooja Saxena
S03817,Aarohi Desai,Economics,MBA," Econometrics,Environmental Science ",3,2,Sudhir Saxena
S03818,Diya Singh,Mechanical,BBA," Digital Marketing,Philosophy ",3,6,Pooja Nair
S03819,Riya Mehta,Mechanical,M.Sc," Cyber Security,Econometrics ",3,5,Priya Verma
S03820,Aarav Mehta,Management,PhD," Psychology,Data Science ",5,3,Shilpa Yadav
S03821,Aarohi Verma,Biotechnology,B.Sc," Philosophy,Environmental Science ",3,5,Sunita Mehta
S03822,Aditya Rao,Electrical,PhD," Philosophy,Econometrics ",3,6,Shilpa Desai
S03823,Shaurya Rao,Economics,B.Tech," Environmental Science,Cyber Security ",4,8,Vivek Joshi
S03824,Shaurya Nair,Management,MBA," Data Science,IoT ",2,5,Sneha Gupta
S03825,Anika Babu,Management,PhD," Environmental Science,Robotics ",1,9,Varun Kulkarni
S03826,Shaurya Nair,Biotechnology,B.Sc," Econometrics,Psychology ",3,5,Kavita Gupta
S03827,Aarav Malhotra,Humanities,M.Sc," Robotics,Cloud Computing ",4,3,Amit Krishnan
S03828,Anika Kapoor,Economics,BBA," AI & ML,Digital Marketing ",2,7,Swati Sharma
S03829,Krishna Verma,Computer Science,BBA," Cloud Computing,Data Science ",4,5,Vivek Menon
S03830,Ira Patil,Humanities,B.Sc," AI & ML,History ",4,4,Sunita Mehta
S03831,Ishaan Joshi,Computer Science,PhD," Cloud Computing,Digital Marketing ",2,10,Amit Krishnan
S03832,Shaurya Patil,Electrical,MBA," Psychology,AI & ML ",4,1,Kiran Sharma
S03833,Myra Iyer,Civil,B.Sc," IoT,Environmental Science ",3,5,Suresh Gupta
S03834,Riya Verma,Mechanical,BBA," Environmental Science,History ",1,5,Neha Babu
S03835,Diya Sharma,Civil,BBA," Econometrics,IoT ",2,6,Arjun Saxena
S03836,Shaurya Malhotra,Management,BBA," Robotics,IoT ",4,8,Monica Malhotra
S03837,Arjun Nair,Economics,B.Sc," Psychology,Digital Marketing ",2,3,Ajay Krishnan
S03838,Ananya Singh,Mechanical,B.Sc," History,Cloud Computing ",1,7,Anjali Reddy
S03839,Diya Joshi,Computer Science,M.Sc," History,Psychology ",2,7,Smita Yadav
S03840,Krishna Desai,Humanities,MBA," Digital Marketing,Data Science ",3,4,Ajay Saxena
S03841,Shaurya Nair,Economics,B.Tech," History,Psychology ",1,8,Alok Sharma
S03842,Aarav Nair,Management,B.Sc," AI & ML,Environmental Science ",1,3,Meera Gupta
S03843,Aarohi Sharma,Humanities,M.Tech," Psychology,Entrepreneurship ",1,2,Smita Mehta
S03844,Aditya Sharma,Management,M.Tech," Data Science,English Literature ",4,1,Priya Babu
S03845,Ira Nair,Electrical,MBA," Econometrics,Robotics ",3,4,Sunita Rao
S03846,Diya Reddy,Civil,M.Tech," Econometrics,IoT ",4,5,Ramesh Reddy
S03847,Myra Kulkarni,Computer Science,M.Sc," IoT,Data Science ",3,4,Arjun Saxena
S03848,Aarohi Menon,Computer Science,M.Tech," Psychology,Data Science ",3,1,Harish Reddy
S03849,Vivaan Kulkarni,Economics,M.Tech," Robotics,Digital Marketing ",2,3,Varun Kulkarni
S03850,Aarohi Yadav,Computer Science,BBA," AI & ML,Econometrics ",1,8,Pooja Nair
S03851,Arjun Gupta,Biotechnology,B.Sc," Cyber Security,Robotics ",2,5,Sneha Saxena
S03852,Ira Nair,Humanities,M.Sc," Environmental Science,Entrepreneurship ",3,8,Sanjay Singh
S03853,Krishna Gupta,Electrical,M.Sc," Digital Marketing,Entrepreneurship ",3,4,Suresh Kulkarni
S03854,Aditi Yadav,Civil,BBA," Environmental Science,Entrepreneurship ",3,5,Sneha Krishnan
S03855,Krishna Saxena,Electrical,M.Sc," History,Econometrics ",2,7,Ramesh Singh
S03856,Ananya Nair,Humanities,PhD," Econometrics,English Literature ",3,1,Kiran Sharma
S03857,Anika Singh,Mechanical,PhD," Econometrics,AI & ML ",4,5,Arjun Singh
S03858,Ishaan Desai,Computer Science,BBA," AI & ML,Digital Marketing ",4,6,Kiran Sharma
S03859,Riya Babu,Electrical,PhD," Econometrics,AI & ML ",5,6,Deepak Joshi
S03860,Aditi Reddy,Management,BBA," Entrepreneurship,English Literature ",1,2,Pooja Reddy
S03861,Riya Saxena,Management,B.Tech," Entrepreneurship,Environmental Science ",3,6,Sudhir Malhotra
S03862,Ananya Sharma,Civil,MBA," IoT,Data Science ",2,5,Ajay Krishnan
S03863,Pari Mehta,Computer Science,M.Sc," IoT,Psychology ",3,5,Varun Patil
S03864,Reyansh Gupta,Management,B.Tech," Philosophy,IoT ",1,3,Meera Gupta
S03865,Navya Joshi,Humanities,M.Sc," Digital Marketing,Cloud Computing ",1,2,Sneha Gupta
S03866,Myra Iyer,Mechanical,B.Tech," Cyber Security,History ",1,5,Vivek Menon
S03867,Vivaan Malhotra,Biotechnology,M.Tech," Econometrics,History ",1,5,Monica Yadav
S03868,Ishaan Rao,Mechanical,M.Tech," Environmental Science,Digital Marketing ",4,5,Meera Gupta
S03869,Riya Patil,Management,BBA," IoT,Data Science ",2,4,Sneha Saxena
S03870,Diya Yadav,Electrical,M.Tech," Philosophy,Cyber Security ",3,1,Nitin Krishnan
S03871,Ananya Singh,Mechanical,BBA," Cyber Security,Entrepreneurship ",2,1,Nitin Krishnan
S03872,Sai Malhotra,Electrical,MBA," Econometrics,IoT ",3,2,Shilpa Menon
S03873,Ishaan Mehta,Economics,PhD," Cyber Security,Entrepreneurship ",1,6,Alok Sharma
S03874,Ira Desai,Economics,B.Sc," English Literature,Robotics ",3,7,Varun Verma
S03875,Vihaan Malhotra,Humanities,MBA," IoT,Environmental Science ",4,1,Smita Mehta
S03876,Myra Nair,Electrical,MBA," History,Entrepreneurship ",3,8,Sanjay Yadav
S03877,Vihaan Saxena,Mechanical,M.Sc," AI & ML,Robotics ",2,4,Sneha Gupta
S03878,Ishaan Sharma,Civil,MBA," History,IoT ",1,3,Sneha Krishnan
S03879,Sai Singh,Electrical,PhD," Data Science,English Literature ",1,8,Deepak Desai
S03880,Shaurya Nair,Management,MBA," Cloud Computing,Digital Marketing ",1,1,Pooja Saxena
S03881,Vivaan Iyer,Mechanical,M.Tech," Digital Marketing,History ",1,6,Ajay Saxena
S03882,Vihaan Babu,Civil,M.Sc," Cyber Security,Philosophy ",2,1,Sneha Gupta
S03883,Navya Kulkarni,Biotechnology,M.Tech," Digital Marketing,Data Science ",1,5,Monica Yadav
S03884,Aarav Yadav,Electrical,PhD," Robotics,Psychology ",1,5,Pooja Reddy
S03885,Myra Babu,Electrical,BBA," History,English Literature ",4,4,Vivek Joshi
S03886,Riya Nair,Management,B.Sc," Psychology,Environmental Science ",1,6,Varun Verma
S03887,Aditya Mehta,Electrical,M.Tech," Cyber Security,Robotics ",1,1,Vivek Menon
S03888,Ananya Saxena,Management,MBA," Philosophy,IoT ",2,7,Kavya Iyer
S03889,Reyansh Malhotra,Humanities,BBA," Digital Marketing,Robotics ",3,4,Kavita Menon
S03890,Ananya Gupta,Humanities,PhD," Entrepreneurship,Environmental Science ",2,10,Shilpa Menon
S03891,Diya Joshi,Mechanical,MBA," AI & ML,Philosophy ",4,2,Rajeev Reddy
S03892,Myra Babu,Electrical,B.Tech," Philosophy,English Literature ",4,5,Pooja Nair
S03893,Ananya Joshi,Biotechnology,M.Tech," Econometrics,IoT ",3,5,Ajay Saxena
S03894,Aditi Gupta,Humanities,PhD," IoT,Entrepreneurship ",1,9,Shilpa Desai
S03895,Reyansh Saxena,Economics,PhD," Environmental Science,Econometrics ",1,9,Manish Malhotra
S03896,Krishna Patil,Electrical,PhD," Digital Marketing,AI & ML ",4,6,Manish Mehta
S03897,Navya Menon,Biotechnology,B.Tech," Robotics,Environmental Science ",1,5,Kavita Menon
S03898,Aditi Malhotra,Economics,BBA," Entrepreneurship,Psychology ",4,4,Deepak Joshi
S03899,Ishaan Menon,Civil,BBA," Entrepreneurship,Data Science ",2,6,Sunita Verma
S03900,Arjun Gupta,Electrical,PhD," IoT,Cloud Computing ",3,9,Sneha Patil
S03901,Pari Verma,Civil,B.Sc," Environmental Science,Digital Marketing ",2,1,Deepak Joshi
S03902,Ira Nair,Management,B.Sc," Environmental Science,Philosophy ",4,2,Meenakshi Verma
S03903,Sai Sharma,Management,PhD," Psychology,Data Science ",2,10,Shilpa Joshi
S03904,Anika Gupta,Computer Science,B.Tech," Robotics,AI & ML ",4,4,Sneha Patil
S03905,Aarohi Yadav,Economics,B.Sc," Robotics,Philosophy ",2,8,Suresh Gupta
S03906,Ira Kapoor,Civil,MBA," Environmental Science,Econometrics ",3,4,Sneha Krishnan
S03907,Krishna Joshi,Civil,B.Sc," IoT,AI & ML ",1,7,Sneha Saxena
S03908,Reyansh Rao,Mechanical,MBA," Environmental Science,Data Science ",4,7,Divya Yadav
S03909,Shaurya Kapoor,Biotechnology,B.Sc," Cyber Security,Cloud Computing ",4,4,Manish Mehta
S03910,Ananya Gupta,Biotechnology,B.Tech," Cyber Security,Robotics ",4,8,Smita Verma
S03911,Anika Babu,Economics,B.Sc," Cyber Security,Digital Marketing ",4,5,Swati Joshi
S03912,Reyansh Kulkarni,Biotechnology,M.Tech," Entrepreneurship,Environmental Science ",4,1,Meenakshi Kulkarni
S03913,Riya Singh,Economics,PhD," IoT,Entrepreneurship ",4,7,Anjali Patil
S03914,Aditi Patil,Humanities,PhD," AI & ML,Robotics ",3,8,Priya Verma
S03915,Sai Singh,Economics,M.Sc," Data Science,English Literature ",1,5,Varun Patil
S03916,Arjun Sharma,Civil,BBA," Philosophy,Psychology ",3,2,Vivek Menon
S03917,Aditi Sharma,Economics,M.Tech," Philosophy,AI & ML ",1,7,Meera Iyer
S03918,Krishna Singh,Management,B.Tech," Robotics,Philosophy ",1,8,Sudhir Saxena
S03919,Ira Malhotra,Biotechnology,B.Tech," Philosophy,Entrepreneurship ",1,2,Pallavi Kapoor
S03920,Vihaan Babu,Civil,PhD," Econometrics,Cloud Computing ",5,1,Gopal Babu
